,Timestamp_ms,Altitude_m,HV Battery Current_A,HV Battery SOC_Pctg,HV Battery Voltage_V,Is Driving_bool,Latitude_deg,Longitude_deg,OAT_degC,Vehicle Speed_kmh,Vehicle Speed_m_s,Vehicle Acceleration,Vehicle Jerk,Dist_in_s,Cumsum_Dist,kwh,Start_Cut,End_Cut
1641,4322100,29.20000076,-114.5,35.5,311.5,1,41.41478111,-71.52961278,6,102,28.333333333333332,0.0,0.0,0.017605517113391127,17.62329523361354,0.009907430555555556,0.07484820110557348,0.06568508830640515
1642,4323100,29.20000076,-119.5,35.5,311.25,1,41.41478111,-71.52961278,6,102,28.333333333333332,0.0,0.0,0.017605517113391127,17.64090075072693,0.010331770833333333,0.07484820110557348,0.06568508830640515
1643,4324100,29.20000076,-152.5,35.5,309.75,1,41.41478111,-71.52961278,6,103,28.61111111111111,0.27777777777777857,0.27777777777777857,0.01777812022234594,17.658678870949277,0.013121354166666667,0.07484820110557348,0.06568508830640515
1644,4325100,29.20000076,-156.5,35.5,309.5,1,41.41478111,-71.52961278,6,104,28.88888888888889,0.27777777777777857,0.0,0.01795072333130076,17.676629594280577,0.013454652777777779,0.07484820110557348,0.06568508830640515
1645,4326100,29.20000076,-148.0,35.5,309.5,1,41.41478111,-71.52961278,6,104,28.88888888888889,0.0,-0.27777777777777857,0.01795072333130076,17.694580317611877,0.012723888888888889,0.07484820110557348,0.06568508830640515
1646,4327100,29.20000076,-125.75,35.5,310.75,1,41.41478111,-71.52961278,6,105,29.166666666666664,0.277777777777775,0.277777777777775,0.018123326440255574,17.712703644052134,0.01085467013888889,0.07484820110557348,0.06568508830640515
1647,4328100,29.20000076,-105.0,35.5,311.75,1,41.41478111,-71.52961278,6,104,28.88888888888889,-0.277777777777775,-0.55555555555555,0.01795072333130076,17.730654367383433,0.009092708333333333,0.07484820110557348,0.06568508830640515
1648,4329100,29.20000076,-10.5,35.5,316.5,1,41.41478111,-71.52961278,6,103,28.61111111111111,-0.27777777777777857,-3.552713678800501e-15,0.01777812022234594,17.74843248760578,0.0009231249999999999,0.07484820110557348,0.06568508830640515
1649,4330100,29.20000076,-10.5,35.5,311.5,1,41.41478111,-71.52961278,6,103,28.61111111111111,0.0,0.27777777777777857,0.01777812022234594,17.766210607828125,0.0009085416666666667,0.07484820110557348,0.06568508830640515
1650,4331100,37.90000153,-122.0,35.5,311.25,1,41.41710389,-71.52814667,6,104,28.88888888888889,0.27777777777777857,0.27777777777777857,0.01795072333130076,17.784161331159424,0.010547916666666666,0.0723931410766307,0.06328868424972034
1651,4332100,37.90000153,-122.5,35.5,311.25,1,41.41710389,-71.52814667,6,104,28.88888888888889,0.0,-0.27777777777777857,0.01795072333130076,17.802112054490724,0.010591145833333333,0.0723931410766307,0.06328868424972034
1652,4333100,37.90000153,-16.75,35.5,313.5,1,41.41710389,-71.52814667,6,104,28.88888888888889,0.0,0.0,0.01795072333130076,17.820062777822024,0.0014586458333333333,0.0723931410766307,0.06328868424972034
1653,4334100,37.90000153,-24.5,35.5,316.5,1,41.41710389,-71.52814667,6,104,28.88888888888889,0.0,0.0,0.01795072333130076,17.838013501153323,0.0021539583333333332,0.0723931410766307,0.06328868424972034
1654,4335100,37.90000153,-117.25,35.5,311.25,1,41.41710389,-71.52814667,6,105,29.166666666666664,0.277777777777775,0.277777777777775,0.018123326440255574,17.85613682759358,0.010137239583333332,0.0723931410766307,0.06328868424972034
1655,4336100,37.90000153,0.0,35.5,317.25,1,41.41710389,-71.52814667,6,105,29.166666666666664,0.0,-0.277777777777775,0.018123326440255574,17.874260154033838,-0.0,0.0723931410766307,0.06328868424972034
1656,4337100,37.90000153,-56.75,35.5,314.25,1,41.41710389,-71.52814667,6,104,28.88888888888889,-0.277777777777775,-0.277777777777775,0.01795072333130076,17.892210877365137,0.0049538020833333335,0.0723931410766307,0.06328868424972034
1657,4338100,37.90000153,-15.0,35.5,315.25,1,41.41710389,-71.52814667,6,104,28.88888888888889,0.0,0.277777777777775,0.01795072333130076,17.910161600696437,0.0013135416666666666,0.0723931410766307,0.06328868424972034
1658,4339100,37.90000153,-5.0,35.0,317.0,1,41.41710389,-71.52814667,6,103,28.61111111111111,-0.27777777777777857,-0.27777777777777857,0.01777812022234594,17.927939720918783,0.00044027777777777777,0.0723931410766307,0.06328868424972034
1659,4340100,37.90000153,-56.0,35.0,314.5,1,41.41710389,-71.52814667,6,104,28.88888888888889,0.27777777777777857,0.5555555555555571,0.01795072333130076,17.945890444250082,0.004892222222222221,0.0723931410766307,0.06328868424972034
1660,4341100,36.79999924,-67.75,35.0,314.0,1,41.41945528,-71.526715,6,104,28.88888888888889,0.0,-0.27777777777777857,0.01795072333130076,17.963841167581382,0.005909305555555555,0.06993371294989413,0.06089394247507777
1661,4342100,36.79999924,-6.0,35.0,317.0,1,41.41945528,-71.526715,6,103,28.61111111111111,-0.27777777777777857,-0.27777777777777857,0.01777812022234594,17.981619287803728,0.0005283333333333333,0.06993371294989413,0.06089394247507777
1662,4343100,36.79999924,-47.5,35.0,315.0,1,41.41945528,-71.526715,6,103,28.61111111111111,0.0,0.27777777777777857,0.01777812022234594,17.999397408026073,0.00415625,0.06993371294989413,0.06089394247507777
1663,4344100,36.79999924,-58.25,35.0,314.25,1,41.41945528,-71.526715,6,104,28.88888888888889,0.27777777777777857,0.27777777777777857,0.01795072333130076,18.017348131357373,0.005084739583333333,0.06993371294989413,0.06089394247507777
1664,4345100,36.79999924,-65.75,35.0,313.5,1,41.41945528,-71.526715,6,104,28.88888888888889,0.0,-0.27777777777777857,0.01795072333130076,18.035298854688673,0.005725729166666667,0.06993371294989413,0.06089394247507777
1665,4346100,36.79999924,-60.0,35.0,313.75,1,41.41945528,-71.526715,6,105,29.166666666666664,0.277777777777775,0.277777777777775,0.018123326440255574,18.05342218112893,0.005229166666666667,0.06993371294989413,0.06089394247507777
1666,4347100,36.79999924,-66.0,35.0,313.75,1,41.41945528,-71.526715,6,105,29.166666666666664,0.0,-0.277777777777775,0.018123326440255574,18.071545507569187,0.005752083333333333,0.06993371294989413,0.06089394247507777
1667,4348100,36.79999924,-80.25,35.0,313.5,1,41.41945528,-71.526715,6,106,29.444444444444443,0.27777777777777857,0.27777777777777857,0.018295929549210388,18.089841437118398,0.0069884375,0.06993371294989413,0.06089394247507777
1668,4349100,36.79999924,-87.0,35.0,313.25,1,41.41945528,-71.526715,6,107,29.72222222222222,0.27777777777777857,0.0,0.018468532658165202,18.108309969776563,0.007570208333333333,0.06993371294989413,0.06089394247507777
1669,4350100,36.79999924,-99.0,35.0,312.75,1,41.41945528,-71.526715,6,107,29.72222222222222,0.0,-0.27777777777777857,0.018468532658165202,18.12677850243473,0.008600625,0.06993371294989413,0.06089394247507777
1670,4351100,35.09999847,-99.0,35.0,312.5,1,41.42189778,-71.5254525,6,108,30.0,0.27777777777777857,0.27777777777777857,0.01864113576712002,18.145419638201847,0.00859375,0.06741524840314798,0.05843923545408535
1671,4352100,35.09999847,-101.75,35.0,312.5,1,41.42189778,-71.5254525,6,109,30.27777777777778,0.27777777777777857,0.0,0.018813738876074834,18.164233377077924,0.008832465277777778,0.06741524840314798,0.05843923545408535
1672,4353100,35.09999847,-102.75,35.0,312.25,1,41.42189778,-71.5254525,6,110,30.555555555555554,0.277777777777775,-3.552713678800501e-15,0.01898634198502965,18.183219719062954,0.008912135416666668,0.06741524840314798,0.05843923545408535
1673,4354100,35.09999847,-99.5,35.0,312.25,1,41.42189778,-71.5254525,6,111,30.833333333333332,0.27777777777777857,3.552713678800501e-15,0.019158945093984463,18.20237866415694,0.008630243055555556,0.06741524840314798,0.05843923545408535
1674,4355100,35.09999847,-91.0,35.0,312.25,1,41.42189778,-71.5254525,6,111,30.833333333333332,0.0,-0.27777777777777857,0.019158945093984463,18.221537609250923,0.007892986111111111,0.06741524840314798,0.05843923545408535
1675,4356100,35.09999847,-98.25,35.0,313.0,1,41.42189778,-71.5254525,6,112,31.11111111111111,0.27777777777777857,0.27777777777777857,0.019331548202939277,18.24086915745386,0.008542291666666667,0.06741524840314798,0.05843923545408535
1676,4357100,35.09999847,-77.0,35.0,313.25,1,41.42189778,-71.5254525,6,113,31.38888888888889,0.27777777777777857,0.0,0.019504151311894095,18.260373308765757,0.006700069444444444,0.06741524840314798,0.05843923545408535
1677,4358100,35.09999847,-72.25,35.0,313.75,1,41.42189778,-71.5254525,6,114,31.666666666666664,0.277777777777775,-3.552713678800501e-15,0.019676754420848905,18.280050063186607,0.006296788194444444,0.06741524840314798,0.05843923545408535
1678,4359100,35.09999847,-19.25,35.0,316.0,1,41.42189778,-71.5254525,6,114,31.666666666666664,0.0,-0.277777777777775,0.019676754420848905,18.299726817607457,0.0016897222222222222,0.06741524840314798,0.05843923545408535
1679,4360100,35.09999847,-4.0,35.0,317.5,1,41.42189778,-71.5254525,6,113,31.38888888888889,-0.277777777777775,-0.277777777777775,0.019504151311894095,18.319230968919353,0.00035277777777777776,0.06741524840314798,0.05843923545408535
1680,4361100,30.5,3.0,35.0,317.5,1,41.42449694,-71.52411361,6,113,31.38888888888889,0.0,0.277777777777775,0.019504151311894095,18.33873512023125,-0.00026458333333333336,0.06475606876869579,0.05585714402953181
1681,4362100,30.5,-1.75,35.0,317.25,1,41.42449694,-71.52411361,6,112,31.11111111111111,-0.27777777777777857,-0.27777777777777857,0.019331548202939277,18.358066668434187,0.00015421874999999998,0.06475606876869579,0.05585714402953181
1682,4363100,30.5,-1.5,35.0,317.75,1,41.42449694,-71.52411361,6,111,30.833333333333332,-0.27777777777777857,0.0,0.019158945093984463,18.37722561352817,0.00013239583333333335,0.06475606876869579,0.05585714402953181
1683,4364100,30.5,-2.5,35.0,317.5,1,41.42449694,-71.52411361,6,111,30.833333333333332,0.0,0.27777777777777857,0.019158945093984463,18.396384558622156,0.0002204861111111111,0.06475606876869579,0.05585714402953181
1684,4365100,30.5,4.25,35.0,317.75,1,41.42449694,-71.52411361,6,111,30.833333333333332,0.0,0.0,0.019158945093984463,18.41554350371614,-0.00037512152777777777,0.06475606876869579,0.05585714402953181
1685,4366100,30.5,-3.25,35.0,317.75,1,41.42449694,-71.52411361,6,110,30.555555555555554,-0.27777777777777857,-0.27777777777777857,0.01898634198502965,18.43452984570117,0.0002868576388888889,0.06475606876869579,0.05585714402953181
1686,4367100,30.5,-5.25,35.0,317.75,1,41.42449694,-71.52411361,6,109,30.27777777777778,-0.277777777777775,3.552713678800501e-15,0.018813738876074834,18.453343584577247,0.00046338541666666663,0.06475606876869579,0.05585714402953181
