,Timestamp_ms,Altitude_m,HV Battery Current_A,HV Battery SOC_Pctg,HV Battery Voltage_V,Is Driving_bool,Latitude_deg,Longitude_deg,OAT_degC,Vehicle Speed_kmh,Vehicle Speed_m_s,Vehicle Acceleration,Vehicle Jerk,Dist_in_s,Cumsum_Dist,kwh,Start_Cut,End_Cut
3,3000,78.09999847,-55.0,33.5,318.75,1,41.48926194,-71.52198556,15,10,2.7777777777777777,,,0.0017260310895481498,0.0017260310895481498,0.004869791666666666,0.0003173517877660298,0.009590136762174652
4,4000,78.09999847,-55.0,33.5,317.75,1,41.48926194,-71.52198556,15,17,4.722222222222222,1.9444444444444446,,0.002934252852231855,0.004660283941780005,0.004854513888888889,0.0003173517877660298,0.009590136762174652
5,5000,78.09999847,-40.75,33.5,318.25,1,41.48926194,-71.52198556,15,19,5.277777777777778,0.5555555555555554,-1.3888888888888893,0.003279459070141485,0.00793974301192149,0.0036024131944444445,0.0003173517877660298,0.009590136762174652
6,6000,78.09999847,-2.0,33.5,320.0,1,41.48926194,-71.52198556,15,14,3.888888888888889,-1.3888888888888888,-1.9444444444444442,0.0024164435253674096,0.0103561865372889,0.00017777777777777779,0.0003173517877660298,0.009590136762174652
7,7000,78.09999847,21.0,33.5,321.0,1,41.48926194,-71.52198556,15,7,1.9444444444444444,-1.9444444444444444,-0.5555555555555556,0.0012082217626837048,0.011564408299972606,-0.0018724999999999998,0.0003173517877660298,0.009590136762174652
8,8000,78.09999847,1.0,33.5,320.25,1,41.48926194,-71.52198556,15,7,1.9444444444444444,0.0,1.9444444444444444,0.0012082217626837048,0.01277263006265631,-8.895833333333333e-05,0.0003173517877660298,0.009590136762174652
9,9000,78.09999847,-5.0,33.5,320.0,1,41.48926194,-71.52198556,15,1,0.2777777777777778,-1.6666666666666665,-1.6666666666666665,0.000172603108954815,0.012945233171611125,0.00044444444444444447,0.0003173517877660298,0.009590136762174652
10,10000,78.09999847,-5.75,33.5,320.0,1,41.48926194,-71.52198556,15,4,1.1111111111111112,0.8333333333333334,2.5,0.00069041243581926,0.013635645607430386,0.0005111111111111112,0.0003173517877660298,0.009590136762174652
11,11000,78.09999847,-5.75,33.5,319.5,1,41.48926194,-71.52198556,15,8,2.2222222222222223,1.1111111111111112,0.2777777777777778,0.00138082487163852,0.015016470479068905,0.0005103125,0.0003173517877660298,0.009590136762174652
12,12000,78.09999847,-14.0,33.5,318.75,1,41.48926194,-71.52198556,15,11,3.0555555555555554,0.833333333333333,-0.2777777777777781,0.0018986341985029647,0.01691510467757187,0.0012395833333333334,0.0003173517877660298,0.009590136762174652
