,Timestamp_ms,Altitude_m,HV Battery Current_A,HV Battery SOC_Pctg,HV Battery Voltage_V,Is Driving_bool,Latitude_deg,Longitude_deg,OAT_degC,Vehicle Speed_kmh,Vehicle Speed_m_s,Vehicle Acceleration,Vehicle Jerk,Dist_in_s,Cumsum_Dist,kwh,Start_Cut,End_Cut
3,2600,78.19999695,-43.5,69.0,331.75,1,41.48921194,-71.52192417,-3,12,3.333333333333333,,,0.00207123730745778,0.00207123730745778,0.004008645833333334,0.0002512185751476693,0.009566367486798618
4,3600,78.19999695,-43.5,69.0,332.5,1,41.48921194,-71.52192417,-3,17,4.722222222222222,1.3888888888888893,,0.002934252852231855,0.005005490159689634,0.004017708333333333,0.0002512185751476693,0.009566367486798618
5,4600,78.19999695,14.25,69.0,336.5,1,41.48921194,-71.52192417,-3,7,1.9444444444444444,-2.7777777777777777,-4.166666666666667,0.0012082217626837048,0.006213711922373339,-0.0013319791666666666,0.0002512185751476693,0.009566367486798618
6,5600,78.19999695,1.0,69.0,336.0,1,41.48921194,-71.52192417,-3,7,1.9444444444444444,0.0,2.7777777777777777,0.0012082217626837048,0.007421933685057044,-9.333333333333334e-05,0.0002512185751476693,0.009566367486798618
7,6600,78.19999695,-1.25,69.0,335.75,1,41.48921194,-71.52192417,-3,2,0.5555555555555556,-1.3888888888888888,-1.3888888888888888,0.00034520621790963,0.007767139902966675,0.00011657986111111111,0.0002512185751476693,0.009566367486798618
8,7600,78.19999695,-1.5,69.0,335.75,1,41.48921194,-71.52192417,-3,2,0.5555555555555556,0.0,1.3888888888888888,0.00034520621790963,0.008112346120876305,0.00013989583333333334,0.0002512185751476693,0.009566367486798618
9,8600,78.19999695,-1.5,69.0,335.75,1,41.48921194,-71.52192417,-3,2,0.5555555555555556,0.0,0.0,0.00034520621790963,0.008457552338785935,0.00013989583333333334,0.0002512185751476693,0.009566367486798618
10,9600,78.19999695,-1.5,69.0,335.75,1,41.48921194,-71.52192417,-3,2,0.5555555555555556,0.0,0.0,0.00034520621790963,0.008802758556695565,0.00013989583333333334,0.0002512185751476693,0.009566367486798618
11,10600,78.19999695,-1.5,69.0,335.75,1,41.48921194,-71.52192417,-3,4,1.1111111111111112,0.5555555555555556,0.5555555555555556,0.00069041243581926,0.009493170992514826,0.00013989583333333334,0.0002512185751476693,0.009566367486798618
12,11600,78.19999695,-2.5,69.0,335.75,1,41.48921194,-71.52192417,-3,6,1.6666666666666665,0.5555555555555554,-2.220446049250313e-16,0.00103561865372889,0.010528789646243715,0.00023315972222222222,0.0002512185751476693,0.009566367486798618
