--Meta Data--,,,,,,,,,
Start Time(UTC),LoggerName,Pck,Vin,,,,,,
12/4/18 12:46,9170-0393,,,,,,,,
,,,,,,,,,
--Raw Data--,,,,,,,,,
Timestamp(ms),Altitude[m],HV Battery Current[A],HV Battery SOC[%],HV Battery Voltage[V],Is Driving[bool],Latitude[deg],Longitude[deg],OAT[degC],Vehicle Speed[km/h]
0,0,0,0,0,0,0,0,0,0
900,0,0,0,0,0,0,0,0,0
1900,0,-1.75,97,356.5,1,0,0,0,0
2900,0,-1.75,97,356.5,1,0,0,0,0
3900,77.09999847,-1.75,97,356.5,1,41.48912528,-71.52158556,0,0
4900,77.09999847,-5.5,97,356.25,1,41.48912528,-71.52158556,0,3
5900,77.09999847,-5.5,97,356.25,1,41.48912528,-71.52158556,0,4
6900,77.09999847,-9.25,97,356,1,41.48912528,-71.52158556,0,7
7900,77.09999847,-15,97,355.75,1,41.48912528,-71.52158556,0,10
8900,77.09999847,-9.75,97,356,1,41.48912528,-71.52158556,0,11
9900,77.09999847,-14.5,97,355.75,1,41.48912528,-71.52158556,0,10
10900,77.09999847,-18,97,355.5,1,41.48912528,-71.52158556,0,8
11900,77.09999847,-18,97,356.25,1,41.48912528,-71.52158556,0,5
12900,77.09999847,-4.5,97,355.75,1,41.48912528,-71.52158556,0,5
13900,77.09999847,-19,97,355.75,1,41.48912528,-71.52158556,0,5
14900,76.40000153,-16.75,96.5,355.25,1,41.48925444,-71.52163917,0,5
15900,76.40000153,-10.75,96.5,355.25,1,41.48925444,-71.52163917,0,2
16900,76.40000153,-13.25,96.5,355.5,1,41.48925444,-71.52163917,0,2
17900,76.40000153,-13.25,96.5,355.5,1,41.48925444,-71.52163917,0,2
18900,76.40000153,-13.25,96.5,355.5,1,41.48925444,-71.52163917,0,2
19900,76.40000153,-14,96.5,355.75,1,41.48925444,-71.52163917,0,1
20900,76.40000153,-14,96.5,355.75,1,41.48925444,-71.52163917,0,1
21900,76.40000153,-13,96.5,355.75,1,41.48925444,-71.52163917,0,1
22900,76.40000153,-13,96.5,355.75,1,41.48925444,-71.52163917,0,1
23900,76.40000153,-13,96.5,355.75,1,41.48925444,-71.52163917,0,1
24900,76.40000153,-13,96.5,355.75,1,41.48925444,-71.52163917,0,1
25900,76.40000153,-13,96.5,355.75,1,41.48925444,-71.52163917,0,1
26900,76.40000153,-13,96.5,355.75,1,41.48925444,-71.52163917,0,1
27900,76.40000153,-13,96.5,355.75,1,41.48925444,-71.52163917,0,1
28900,76.40000153,-13,96.5,355.75,1,41.48925444,-71.52163917,0,1
29900,76.40000153,-13,96.5,355.75,1,41.48925444,-71.52163917,0,1
30900,75.90000153,-13,96.5,355.75,1,41.4892825,-71.52161194,0,1
31900,75.90000153,-12.5,96.5,355.75,1,41.4892825,-71.52161194,0,0
32900,75.90000153,-12.5,96.5,355.75,1,41.4892825,-71.52161194,0,0
33900,75.90000153,-84.75,96.5,351.5,1,41.4892825,-71.52161194,0,0
34900,75.90000153,-134.5,96.5,347.75,1,41.4892825,-71.52161194,0,26
35900,75.90000153,-134.5,96.5,347.75,1,41.4892825,-71.52161194,0,26
36900,75.90000153,-211.25,96.5,343,1,41.4892825,-71.52161194,0,37
37900,75.90000153,-146.75,96.5,345.75,1,41.4892825,-71.52161194,0,46
38900,75.90000153,-23.25,96.5,353.75,1,41.4892825,-71.52161194,0,49
39900,75.90000153,-23,96.5,354.75,1,41.4892825,-71.52161194,0,50
40900,72.80000305,-22.75,96.5,355,1,41.48958083,-71.52247778,0,51
41900,72.80000305,-22.75,96.5,355,1,41.48958083,-71.52247778,0,52
42900,72.80000305,-12.75,96.5,356,1,41.48958083,-71.52247778,0,53
43900,72.80000305,-12,96.5,356,1,41.48958083,-71.52247778,0,53
44900,72.80000305,5,96.5,356,1,41.48958083,-71.52247778,0,54
45900,72.80000305,33.25,96.5,358,1,41.48958083,-71.52247778,0,53
46900,72.80000305,31.75,96.5,358,1,41.48958083,-71.52247778,0,51
47900,72.80000305,33.25,96.5,358.25,1,41.48958083,-71.52247778,0,49
48900,72.80000305,32.25,96.5,358.25,1,41.48958083,-71.52247778,0,45
49900,72.80000305,30.25,96.5,358.25,1,41.48958083,-71.52247778,0,39
50900,67,30.75,96.5,358.25,1,41.49003333,-71.52388444,0,32
51900,67,31,96.5,358.5,1,41.49003333,-71.52388444,0,26
52900,67,15.5,96.5,357.75,1,41.49003333,-71.52388444,0,15
53900,67,-53,96.5,353.5,1,41.49003333,-71.52388444,0,14
54900,67,-79.75,96.5,351.5,1,41.49003333,-71.52388444,0,21
55900,67,-69,96.5,351.75,1,41.49003333,-71.52388444,0,26
56900,67,-85.75,96.5,351,1,41.49003333,-71.52388444,0,31
57900,67,-82.5,96.5,350.75,1,41.49003333,-71.52388444,0,36
58900,67,-66,96.5,351.25,1,41.49003333,-71.52388444,0,40
59900,67,-72.5,96.5,351.25,1,41.49003333,-71.52388444,0,42
60900,65.69999695,-44.5,96.5,353,1,41.4903075,-71.52481583,0,45
61900,65.69999695,-38.5,96.5,353,1,41.4903075,-71.52481583,0,46
62900,65.69999695,-27.75,96.5,353.75,1,41.4903075,-71.52481583,0,46
63900,65.69999695,-17.25,96.5,353,1,41.4903075,-71.52481583,0,47
64900,65.69999695,-17.25,96.5,353,1,41.4903075,-71.52481583,0,47
65900,65.69999695,-52.5,96.5,353,1,41.4903075,-71.52481583,0,46
66900,65.69999695,-17.5,96.5,354.75,1,41.4903075,-71.52481583,0,47
67900,65.69999695,-14.5,96.5,354.75,1,41.4903075,-71.52481583,0,46
68900,65.69999695,-32.5,96.5,354.5,1,41.4903075,-71.52481583,0,47
69900,65.69999695,-21,96.5,354.5,1,41.4903075,-71.52481583,0,48
70900,65.69999695,-65.25,96.5,354.75,1,41.4903075,-71.52481583,0,50
71900,64.5,-14.5,96.5,354.5,1,41.49058,-71.52651917,0,52
72900,64.5,-14,96.5,354.5,1,41.49058,-71.52651917,0,52
73900,64.5,-15.5,96.5,354.75,1,41.49058,-71.52651917,0,53
74900,64.5,-16,96.5,354.75,1,41.49058,-71.52651917,0,54
75900,64.5,-16.75,96.5,354.75,1,41.49058,-71.52651917,0,54
76900,64.5,-15.5,96.5,354.75,1,41.49058,-71.52651917,0,54
77900,64.5,-10,96.5,354.75,1,41.49058,-71.52651917,0,55
78900,64.5,-12.75,96.5,354.75,1,41.49058,-71.52651917,0,55
79900,64.5,-14,96.5,356.75,1,41.49058,-71.52651917,0,55
80900,64.5,14.5,96.5,356.75,1,41.49058,-71.52651917,0,53
81900,60.40000153,11.75,96.5,356.75,1,41.49075,-71.5282875,0,52
82900,60.40000153,5.5,96.5,356.25,1,41.49075,-71.5282875,0,51
83900,60.40000153,8.75,96.5,356,1,41.49075,-71.5282875,0,51
84900,60.40000153,0.25,96,356,1,41.49075,-71.5282875,0,51
85900,60.40000153,0.5,96,356,1,41.49075,-71.5282875,0,51
86900,60.40000153,0.5,96,356,1,41.49075,-71.5282875,0,51
87900,60.40000153,-0.5,96,356,1,41.49075,-71.5282875,0,51
88900,60.40000153,9,96,357.5,1,41.49075,-71.5282875,0,50
89900,60.40000153,20.5,96,357.5,1,41.49075,-71.5282875,0,49
90900,60.40000153,25.75,96,357.25,1,41.49075,-71.5282875,0,47
91900,53.79999924,14.5,96,358,1,41.49089861,-71.52990889,0,46
92900,53.79999924,27.5,96,358.25,1,41.49089861,-71.52990889,0,43
93900,53.79999924,29.75,96,358.25,1,41.49089861,-71.52990889,0,37
94900,53.79999924,29.5,96,358.25,1,41.49089861,-71.52990889,0,32
95900,53.79999924,30.5,96,358.5,1,41.49089861,-71.52990889,0,27
96900,53.79999924,29.25,96,358.5,1,41.49089861,-71.52990889,0,27
97900,53.79999924,29,96,358.5,1,41.49089861,-71.52990889,0,20
98900,53.79999924,14.25,96,357.5,1,41.49089861,-71.52990889,0,10
99900,53.79999924,-6.5,96,356.5,1,41.49089861,-71.52990889,0,14
100900,53.79999924,-100,96,351,1,41.49089861,-71.52990889,0,28
101900,48.90000153,-204.25,96,344.75,1,41.49101722,-71.53077639,0,28
102900,48.90000153,-287.5,96,338.5,1,41.49101722,-71.53077639,0,55
103900,48.90000153,-266.5,96,341.25,1,41.49101722,-71.53077639,0,60
104900,48.90000153,-11.75,96,354.25,1,41.49101722,-71.53077639,0,62
105900,48.90000153,-14,96,354.5,1,41.49101722,-71.53077639,0,63
106900,48.90000153,-14.5,96,354.5,1,41.49101722,-71.53077639,0,62
107900,48.90000153,30.5,96,357.25,1,41.49101722,-71.53077639,0,59
108900,48.90000153,31.5,96,357.5,1,41.49101722,-71.53077639,0,56
109900,48.90000153,31,96,357.75,1,41.49101722,-71.53077639,0,55
110900,48.90000153,-12.75,96,355,1,41.49101722,-71.53077639,0,55
111900,37,-14,96,355,1,41.49130278,-71.53265583,0,55
112900,37,-9.75,96,355,1,41.49130278,-71.53265583,0,55
113900,37,-9.75,96,355,1,41.49130278,-71.53265583,0,55
114900,37,-13.75,96,355,1,41.49130278,-71.53265583,0,55
115900,37,-16,96,354.75,1,41.49130278,-71.53265583,0,55
116900,37,-25.25,96,354.75,1,41.49130278,-71.53265583,0,53
117900,37,-16,96,355,1,41.49130278,-71.53265583,0,53
118900,37,-12.75,96,355,1,41.49130278,-71.53265583,0,52
119900,37,-14,96,355,1,41.49130278,-71.53265583,0,51
120900,37,-15,96,355,1,41.49130278,-71.53265583,0,51
121900,37.59999847,-13.75,96,355.25,1,41.49155111,-71.53440833,0,51
122900,37.59999847,-7,96,355.5,1,41.49155111,-71.53440833,0,50
123900,37.59999847,-3.5,96,355,1,41.49155111,-71.53440833,0,48
124900,37.59999847,-12.75,96,355.25,1,41.49155111,-71.53440833,0,47
125900,37.59999847,-11,96,354.75,1,41.49155111,-71.53440833,0,47
126900,37.59999847,-14.25,96,354.75,1,41.49155111,-71.53440833,0,46
127900,37.59999847,3.75,96,355.75,1,41.49155111,-71.53440833,0,45
128900,37.59999847,30.75,96,357.75,1,41.49155111,-71.53440833,0,42
129900,37.59999847,31,96,358,1,41.49155111,-71.53440833,0,37
130900,37.59999847,20.5,96,355.5,1,41.49155111,-71.53440833,0,33
131900,38.70000076,-8,96,358,1,41.49173306,-71.53578111,0,31
132900,38.70000076,29.75,96,358,1,41.49173306,-71.53578111,0,28
133900,38.70000076,26,96,357.5,1,41.49173306,-71.53578111,0,22
134900,38.70000076,15.5,96,355.5,1,41.49173306,-71.53578111,0,14
135900,38.70000076,-15.5,96,352.75,1,41.49173306,-71.53578111,0,7
136900,38.70000076,-15.5,96,352.75,1,41.49173306,-71.53578111,0,7
137900,38.70000076,-66,96,348.5,1,41.49173306,-71.53578111,0,10
138900,38.70000076,-129.25,96,346.75,1,41.49173306,-71.53578111,0,21
139900,38.70000076,-151.5,96,344,1,41.49173306,-71.53578111,0,31
