--Meta Data--,,,,,,,,,
Start Time(UTC),LoggerName,Pck,Vin,,,,,,
11/27/18 16:49,9170-0393,,,,,,,,
,,,,,,,,,
--Raw Data--,,,,,,,,,
Timestamp(ms),Altitude[m],HV Battery Current[A],HV Battery SOC[%],HV Battery Voltage[V],Is Driving[bool],Latitude[deg],Longitude[deg],OAT[degC],Vehicle Speed[km/h]
2681100,71.09999847,-0.25,50,324,1,41.48903639,-71.52452667,5,48
2682100,71.09999847,-2.5,50,324,1,41.48903639,-71.52452667,5,48
2683100,71.09999847,47,50,326.25,1,41.48903639,-71.52452667,5,43
2684100,71.09999847,65.5,50,327,1,41.48903639,-71.52452667,5,43
2685100,71.09999847,65.75,50,327.25,1,41.48903639,-71.52452667,5,38
2686100,71.09999847,54,50,327,1,41.48903639,-71.52452667,5,33
2687100,71.09999847,76.5,50,328,1,41.48903639,-71.52452667,5,26
2688100,67.5,38,50,326.75,1,41.48992667,-71.5241625,5,16
2689100,67.5,-6.75,50,324.25,1,41.48992667,-71.5241625,5,7
2690100,67.5,-11.5,50,324,1,41.48992667,-71.5241625,5,6
2691100,67.5,-25.25,50,323.75,1,41.48992667,-71.5241625,5,8
2692100,67.5,-37.25,50,322.75,1,41.48992667,-71.5241625,5,12
2693100,67.5,-65,50,321.25,1,41.48992667,-71.5241625,5,17
2694100,67.5,-93,50,319.5,1,41.48992667,-71.5241625,5,24
2695100,67.5,-122.25,50,318,1,41.48992667,-71.5241625,5,31
2696100,67.5,-138,50,317,1,41.48992667,-71.5241625,5,38
2697100,67.5,-107.5,50,317.75,1,41.48992667,-71.5241625,5,44
2698100,67.19999695,-107.5,50,317.75,1,41.48979806,-71.52345694,5,44
2699100,67.19999695,-93.25,50,318.75,1,41.48979806,-71.52345694,5,46
2700100,67.19999695,-87.25,50,318.75,1,41.48979806,-71.52345694,5,49
2701100,67.19999695,0.75,50,323.25,1,41.48979806,-71.52345694,5,49
2702100,67.19999695,-25.25,50,322,1,41.48979806,-71.52345694,5,45
2703100,67.19999695,-31,50,322,1,41.48979806,-71.52345694,5,44
2704100,67.19999695,-37,50,321.5,1,41.48979806,-71.52345694,5,43
2705100,67.19999695,-22.5,50,322,1,41.48979806,-71.52345694,5,41
2706100,67.19999695,-7,50,323.25,1,41.48979806,-71.52345694,5,40
2707100,67.19999695,-40.25,50,321.5,1,41.48979806,-71.52345694,5,39
2708100,78.09999847,-2.75,49.5,322.75,1,41.48941417,-71.52208722,5,37
2709100,78.09999847,-6.5,49.5,323.25,1,41.48941417,-71.52208722,5,35
2710100,78.09999847,23.5,49.5,324.75,1,41.48941417,-71.52208722,5,30
2711100,78.09999847,33,49.5,325.25,1,41.48941417,-71.52208722,5,25
2712100,78.09999847,29.75,49.5,325.25,1,41.48941417,-71.52208722,5,19
2713100,78.09999847,25,49.5,325,1,41.48941417,-71.52208722,5,14
2714100,78.09999847,-0.75,49.5,324,1,41.48941417,-71.52208722,5,11
2715100,78.09999847,-30.75,49.5,322.5,1,41.48941417,-71.52208722,5,12
2716100,78.09999847,-11,49.5,323.75,1,41.48941417,-71.52208722,5,12
2717100,78.09999847,-2.5,49.5,323.75,1,41.48941417,-71.52208722,5,11
2718100,79,-1.25,49.5,323.75,1,41.48918,-71.52175167,5,10
2719100,79,6.5,49.5,324.25,1,41.48918,-71.52175167,5,4
2720100,79,-2,49.5,324,1,41.48918,-71.52175167,5,0
2721100,79,-8.25,49.5,324,1,41.48918,-71.52175167,5,0
2722100,79,-8.25,49.5,324,1,41.48918,-71.52175167,5,0
2723100,79,-8.25,49.5,324,1,41.48918,-71.52175167,5,0
2724100,79,-8.25,49.5,324,1,41.48918,-71.52175167,5,0
2725100,79,-8.25,49.5,324,1,41.48918,-71.52175167,5,0
2726100,79,-8.25,49.5,324,1,41.48918,-71.52175167,5,0
2727100,79,-8.25,49.5,324,1,41.48918,-71.52175167,5,0
2728100,79,-8.25,49.5,324,1,41.48918,-71.52175167,5,0
2729100,78.80000305,-8.25,49.5,324,1,41.4891875,-71.52179944,5,0
2730100,78.80000305,-22,49.5,323.75,1,41.4891875,-71.52179944,5,4
2731100,78.80000305,-22,49.5,323.25,1,41.4891875,-71.52179944,5,4
2732100,78.80000305,-112,49.5,318.5,1,41.4891875,-71.52179944,5,15
2733100,78.80000305,-20.25,49.5,322.25,1,41.4891875,-71.52179944,5,23
2734100,78.80000305,-7.5,49.5,323.75,1,41.4891875,-71.52179944,5,23
2735100,78.80000305,-5.5,49.5,323.25,1,41.4891875,-71.52179944,5,25
2736100,78.80000305,-1,49.5,324,1,41.4891875,-71.52179944,5,26
2737100,78.80000305,13.75,49.5,324.5,1,41.4891875,-71.52179944,5,26
2738100,78.80000305,23.75,49.5,325.25,1,41.4891875,-71.52179944,5,24
2739100,78.69999695,2.25,49.5,324.25,1,41.4893375,-71.52245806,5,24
2740100,78.69999695,3.75,49.5,324.25,1,41.4893375,-71.52245806,5,24
2741100,78.69999695,0,49.5,324,1,41.4893375,-71.52245806,5,25
2742100,78.69999695,6,49.5,324.25,1,41.4893375,-71.52245806,5,26
2743100,78.69999695,30.25,49.5,325.5,1,41.4893375,-71.52245806,5,25
2744100,78.69999695,32.5,49.5,325.75,1,41.4893375,-71.52245806,5,22
2745100,78.69999695,27,49.5,325.5,1,41.4893375,-71.52245806,5,18
2746100,78.69999695,10.25,49.5,324.75,1,41.4893375,-71.52245806,5,14
2747100,78.69999695,10.25,49.5,323.5,1,41.4893375,-71.52245806,5,12
2748100,78.69999695,-18.25,49.5,322.5,1,41.4893375,-71.52245806,5,14
