--Meta Data--,,,,,,,,,
Start Time(UTC),LoggerName,Pck,Vin,,,,,,
11/26/2018 12:34,9170-0393,,,,,,,,
,,,,,,,,,
--Raw Data--,,,,,,,,,
Timestamp(ms),Altitude[m],HV Battery Current[A],HV Battery SOC[%],HV Battery Voltage[V],Is Driving[bool],Latitude[deg],Longitude[deg],OAT[degC],Vehicle Speed[km/h]
0,0,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0,0
1500,0,-1.5,47,324.5,1,0,0,4,0
2500,0,-1.5,47,324.5,1,0,0,4,0
3500,0,-1.5,47,324.5,1,0,0,4,0
4500,0,-1.5,47,324.5,1,0,0,4,0
5500,79,-1.5,47,324.5,1,41.489245,-71.52201,4,0
6500,79,-6.5,47,324.25,1,41.489245,-71.52201,4,3
7500,79,-6.5,47,324.25,1,41.489245,-71.52201,4,3
8500,79,-6.5,47,324.25,1,41.489245,-71.52201,4,4
9500,79,-6.5,47,324.25,1,41.489245,-71.52201,4,5
10500,79,-4.5,47,324.5,1,41.489245,-71.52201,4,5
11500,79,-2,47,324.5,1,41.489245,-71.52201,4,4
12500,79,-1.75,47,324.5,1,41.489245,-71.52201,4,1
13500,79,-5,47,324.25,1,41.489245,-71.52201,4,1
14500,79,-11,47,323.5,1,41.489245,-71.52201,4,2
15500,79.40000153,-10.25,47,324,1,41.48922583,-71.52188694,4,5
16500,79.40000153,-10.75,47,324.25,1,41.48922583,-71.52188694,4,7
17500,79.40000153,-15.25,47,324.5,1,41.48922583,-71.52188694,4,8
18500,79.40000153,-8.75,47,324.5,1,41.48922583,-71.52188694,4,8
19500,79.40000153,-8.25,47,324.5,1,41.48922583,-71.52188694,4,7
20500,79.40000153,-1.75,47,324.5,1,41.48922583,-71.52188694,4,6
21500,79.40000153,-21.5,47,324.5,1,41.48922583,-71.52188694,4,1
22500,79.40000153,-21.5,47,324.5,1,41.48922583,-71.52188694,4,1
23500,79.40000153,-23.25,47,323.25,1,41.48922583,-71.52188694,4,8
24500,79.40000153,-23.25,47,323.25,1,41.48922583,-71.52188694,4,8
25500,78.59999847,-13.75,47,323.5,1,41.48923056,-71.52168972,4,11
26500,78.59999847,-4.75,47,324.25,1,41.48923056,-71.52168972,4,10
