--Meta Data--,,,,,,,,,
Start Time(UTC),LoggerName,Pck,Vin,,,,,,
11/29/2018 12:35,9170-0393,,,,,,,,
,,,,,,,,,
--Raw Data--,,,,,,,,,
Timestamp(ms),Altitude[m],HV Battery Current[A],HV Battery SOC[%],HV Battery Voltage[V],Is Driving[bool],Latitude[deg],Longitude[deg],OAT[degC],Vehicle Speed[km/h]
0,0,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0,0
1500,0,-1.5,64,334.25,1,0,0,2,0
2500,0,-1.5,64,334.25,1,0,0,2,0
3500,0,-1.5,64,334.25,1,0,0,2,0
4500,0,-1.5,64,334.25,1,0,0,2,0
5500,0,-1.5,64,334.25,1,0,0,2,0
6500,79.40000153,-8,64,333.5,1,41.48912417,-71.5215825,2,3
7500,79.40000153,-8,64,333.75,1,41.48912417,-71.5215825,2,3
8500,79.40000153,-2,64,334,1,41.48912417,-71.5215825,2,5
9500,79.40000153,-2,64,334,1,41.48912417,-71.5215825,2,8
10500,79.40000153,-2,64,334.25,1,41.48912417,-71.5215825,2,8
11500,79.40000153,-1.5,64,334.25,1,41.48912417,-71.5215825,2,8
12500,79.40000153,-1.5,64,334.25,1,41.48912417,-71.5215825,2,8
13500,79.40000153,-2,64,333.5,1,41.48912417,-71.5215825,2,7
14500,79.40000153,-1.75,64,333.5,1,41.48912417,-71.5215825,2,9
15500,79.40000153,-1.75,64,334,1,41.48912417,-71.5215825,2,9
16500,78.09999847,-9.25,64,333.75,1,41.48925194,-71.52165111,2,8
17500,78.09999847,-10.75,64,333.75,1,41.48925194,-71.52165111,2,7
18500,78.09999847,-6.5,64,333.75,1,41.48925194,-71.52165111,2,1
19500,78.09999847,-6.5,64,333.75,1,41.48925194,-71.52165111,2,1
20500,78.09999847,-6.5,64,333.75,1,41.48925194,-71.52165111,2,1
21500,78.09999847,-6.5,64,333.75,1,41.48925194,-71.52165111,2,1
22500,78.09999847,-12,64,333.25,1,41.48925194,-71.52165111,2,4
23500,78.09999847,-10.25,64,333.5,1,41.48925194,-71.52165111,2,3
24500,78.09999847,-10,64,333.5,1,41.48925194,-71.52165111,2,0
25500,78.09999847,-10,64,333.5,1,41.48925194,-71.52165111,2,0
26500,78.09999847,-10,64,333.5,1,41.48925194,-71.52165111,2,0
27500,78.30000305,-93.5,64,328,1,41.48930361,-71.52163278,2,13
28500,78.30000305,-181,64,323.75,1,41.48930361,-71.52163278,2,23
29500,78.30000305,-181,64,323.75,1,41.48930361,-71.52163278,2,37
30500,78.30000305,-351.25,64,316.5,1,41.48930361,-71.52163278,2,49
31500,78.30000305,-351.25,64,325.5,1,41.48930361,-71.52163278,2,61
32500,78.30000305,-49.25,64,331.25,1,41.48930361,-71.52163278,2,61
33500,78.30000305,-7.25,64,331.75,1,41.48930361,-71.52163278,2,62
34500,78.30000305,-10.25,64,331.75,1,41.48930361,-71.52163278,2,63
35500,78.30000305,-9.5,64,332,1,41.48930361,-71.52163278,2,64
36500,78.30000305,-9.5,64,332,1,41.48930361,-71.52163278,2,65
37500,72.69999695,47.75,63.5,338.75,1,41.48976861,-71.5231275,2,60
38500,72.69999695,81.5,63.5,338.75,1,41.48976861,-71.5231275,2,50
39500,72.69999695,90,63.5,339,1,41.48976861,-71.5231275,2,43
40500,72.69999695,90,63.5,339,1,41.48976861,-71.5231275,2,43
41500,72.69999695,89.5,63.5,339,1,41.48976861,-71.5231275,2,34
42500,72.69999695,88,63.5,339,1,41.48976861,-71.5231275,2,34
43500,72.69999695,41.25,63.5,335.75,1,41.48976861,-71.5231275,2,28
44500,72.69999695,40.5,63.5,334.75,1,41.48976861,-71.5231275,2,13
45500,72.69999695,7.5,63.5,334.75,1,41.48976861,-71.5231275,2,11
46500,72.69999695,-36.5,63.5,330,1,41.48976861,-71.5231275,2,15
47500,66.40000153,-59.5,63.5,330,1,41.49008806,-71.52406667,2,21
48500,66.40000153,-83.5,63.5,326.5,1,41.49008806,-71.52406667,2,27
49500,66.40000153,-105.5,63.5,326.5,1,41.49008806,-71.52406667,2,34
50500,66.40000153,-126,63.5,325.5,1,41.49008806,-71.52406667,2,40
51500,66.40000153,-140.5,63.5,324.25,1,41.49008806,-71.52406667,2,46
52500,66.40000153,-134.5,63.5,323.75,1,41.49008806,-71.52406667,2,51
53500,66.40000153,-135.25,63.5,323.5,1,41.49008806,-71.52406667,2,55
54500,66.40000153,-106,63.5,325.5,1,41.49008806,-71.52406667,2,57
55500,66.40000153,-37.5,63.5,329,1,41.49008806,-71.52406667,2,57
56500,66.40000153,-6.5,63.5,331.5,1,41.49008806,-71.52406667,2,57
57500,64.30000305,-11,63.5,331.75,1,41.49041917,-71.52543944,2,56
58500,64.30000305,-10.75,63.5,332,1,41.49041917,-71.52543944,2,55
59500,64.30000305,-12.75,63.5,332,1,41.49041917,-71.52543944,2,55
60500,64.30000305,-11,63.5,331.75,1,41.49041917,-71.52543944,2,56
61500,64.30000305,-11,63.5,331.75,1,41.49041917,-71.52543944,2,56
62500,64.30000305,-10.75,63.5,332,1,41.49041917,-71.52543944,2,56
63500,64.30000305,-10.75,63.5,332,1,41.49041917,-71.52543944,2,56
64500,64.30000305,-9.5,63.5,332,1,41.49041917,-71.52543944,2,57
65500,64.30000305,-10.5,63.5,332.25,1,41.49041917,-71.52543944,2,58
66500,64.30000305,-11,63.5,332,1,41.49041917,-71.52543944,2,58
67500,59.59999847,-12.5,63.5,332.25,1,41.49063611,-71.52730611,2,59
68500,59.59999847,-11.75,63.5,332.25,1,41.49063611,-71.52730611,2,59
69500,59.59999847,-11,63.5,331.75,1,41.49063611,-71.52730611,2,59
70500,59.59999847,-14,63.5,331.75,1,41.49063611,-71.52730611,2,59
71500,59.59999847,-17,63.5,331.75,1,41.49063611,-71.52730611,2,59
72500,59.59999847,-18.25,63.5,331.75,1,41.49063611,-71.52730611,2,60
73500,59.59999847,-16.75,63.5,332,1,41.49063611,-71.52730611,2,60
74500,59.59999847,-13.5,63.5,333.75,1,41.49063611,-71.52730611,2,61
75500,59.59999847,44.5,63.5,333.75,1,41.49063611,-71.52730611,2,61
76500,59.59999847,89,63.5,339,1,41.49063611,-71.52730611,2,52
77500,53.5,47.25,63.5,335.75,1,41.49080667,-71.52919778,2,47
78500,53.5,31,63.5,335.75,1,41.49080667,-71.52919778,2,44
79500,53.5,21.5,63.5,335.5,1,41.49080667,-71.52919778,2,43
80500,53.5,-14.5,63.5,332.5,1,41.49080667,-71.52919778,2,43
81500,53.5,-14,63.5,333.25,1,41.49080667,-71.52919778,2,44
82500,53.5,1.5,63.5,333.25,1,41.49080667,-71.52919778,2,45
