--Meta Data--,,,,,,,,,
Start Time(UTC),LoggerName,Pck,Vin,,,,,,
11/27/18 16:49,9170-0393,,,,,,,,
,,,,,,,,,
--Raw Data--,,,,,,,,,
Timestamp(ms),Altitude[m],HV Battery Current[A],HV Battery SOC[%],HV Battery Voltage[V],Is Driving[bool],Latitude[deg],Longitude[deg],OAT[degC],Vehicle Speed[km/h]
0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0
1100,0,-1.5,71,337.75,1,0,0,6,0
2100,0,-1.5,71,337.75,1,0,0,6,0
3100,0,-1.5,71,337.75,1,0,0,6,0
4100,0,-1.5,71,337.75,1,0,0,6,0
5100,0,-5.25,71,337.5,1,0,0,6,2
6100,0,-5.25,71,337.5,1,0,0,6,2
7100,0,-2.25,71,337.5,1,0,0,6,3
8100,0,-5,71,337.75,1,0,0,6,3
9100,0,-1.5,71,337.75,1,0,0,6,4
10100,79.5,-1.5,71,337.75,1,41.48917417,-71.52175694,6,3
11100,79.5,-1.25,71,337.75,1,41.48917417,-71.52175694,6,2
12100,79.5,-1.25,71,337.25,1,41.48917417,-71.52175694,6,1
13100,79.5,-1.25,71,336.75,1,41.48917417,-71.52175694,6,7
14100,79.5,-12,71,334.25,1,41.48917417,-71.52175694,6,7
15100,79.5,-55,71,334.25,1,41.48917417,-71.52175694,6,7
16100,79.5,-0.75,71,337.5,1,41.48917417,-71.52175694,6,14
17100,79.5,-0.75,71,338.5,1,41.48917417,-71.52175694,6,10
18100,79.5,11.25,71,337.25,1,41.48917417,-71.52175694,6,6
19100,79.5,-7.5,71,337.25,1,41.48917417,-71.52175694,6,2
20100,79.09999847,-47.5,71,335.25,1,41.48926611,-71.52161083,6,6
21100,79.09999847,-47.5,71,335.25,1,41.48926611,-71.52161083,6,16
22100,79.09999847,-66.5,71,332.5,1,41.48926611,-71.52161083,6,23
23100,79.09999847,-111.75,71,332.5,1,41.48926611,-71.52161083,6,23
24100,79.09999847,-204,71,334.25,1,41.48926611,-71.52161083,6,44
25100,79.09999847,-25,70.5,336.75,1,41.48926611,-71.52161083,6,44
26100,79.09999847,1,70.5,336.75,1,41.48926611,-71.52161083,6,44
27100,79.09999847,1,70.5,336.75,1,41.48926611,-71.52161083,6,45
28100,79.09999847,-1.5,70.5,336.75,1,41.48926611,-71.52161083,6,46
29100,79.09999847,-1.5,70.5,337,1,41.48926611,-71.52161083,6,48
30100,72.69999695,-2.75,70.5,337.25,1,41.48963528,-71.52271083,6,49
31100,72.69999695,67.5,70.5,340.25,1,41.48963528,-71.52271083,6,49
32100,72.69999695,109,70.5,343.25,1,41.48963528,-71.52271083,6,44
33100,72.69999695,64.25,70.5,343.25,1,41.48963528,-71.52271083,6,40
34100,72.69999695,65,70.5,341,1,41.48963528,-71.52271083,6,36
35100,72.69999695,65,70.5,341,1,41.48963528,-71.52271083,6,31
36100,72.69999695,65,70.5,341,1,41.48963528,-71.52271083,6,27
37100,72.69999695,51.5,70.5,341,1,41.48963528,-71.52271083,6,24
38100,72.69999695,51.5,70.5,341,1,41.48963528,-71.52271083,6,24
39100,72.69999695,26.5,70.5,339.25,1,41.48963528,-71.52271083,6,22
40100,63.09999847,26.5,70.5,339.25,1,41.48998556,-71.52373833,6,18
41100,63.09999847,21.75,70.5,338.25,1,41.48998556,-71.52373833,6,15
42100,63.09999847,0.75,70.5,338.25,1,41.48998556,-71.52373833,6,15
43100,63.09999847,-7.25,70.5,337.5,1,41.48998556,-71.52373833,6,15
44100,63.09999847,9.5,70.5,337.5,1,41.48998556,-71.52373833,6,12
45100,63.09999847,9.5,70.5,338.5,1,41.48998556,-71.52373833,6,13
46100,63.09999847,-103.25,70.5,326.5,1,41.48998556,-71.52373833,6,28
47100,63.09999847,-171,70.5,326.5,1,41.48998556,-71.52373833,6,28
48100,63.09999847,-171,70.5,325.75,1,41.48998556,-71.52373833,6,48
49100,63.09999847,-47.5,70.5,333.25,1,41.48998556,-71.52373833,6,48
50100,61.09999847,-4.25,70.5,336.5,1,41.4902575,-71.52454083,6,47
51100,61.09999847,-16.75,70.5,336,1,41.4902575,-71.52454083,6,47
52100,61.09999847,-7.5,70.5,336.25,1,41.4902575,-71.52454083,6,47
53100,61.09999847,-1.5,70.5,336.75,1,41.4902575,-71.52454083,6,46
54100,61.09999847,-0.25,70.5,337,1,41.4902575,-71.52454083,6,45
55100,61.09999847,0,70.5,337,1,41.4902575,-71.52454083,6,45
56100,61.09999847,2.25,70.5,337,1,41.4902575,-71.52454083,6,45
57100,61.09999847,0.75,70.5,337,1,41.4902575,-71.52454083,6,44
58100,61.09999847,0.75,70.5,337,1,41.4902575,-71.52454083,6,44
59100,61.09999847,1.5,70.5,337,1,41.4902575,-71.52454083,6,44
60100,56.59999847,2.75,70.5,333.75,1,41.49053667,-71.52597833,6,45
61100,56.59999847,-4.5,70.5,333.75,1,41.49053667,-71.52597833,6,45
62100,56.59999847,-39.75,70.5,333.75,1,41.49053667,-71.52597833,6,48
63100,56.59999847,-24,70.5,335,1,41.49053667,-71.52597833,6,50
64100,56.59999847,-1.75,70.5,337,1,41.49053667,-71.52597833,6,51
65100,56.59999847,-5.5,70.5,336.75,1,41.49053667,-71.52597833,6,52
66100,56.59999847,-6,70.5,336.75,1,41.49053667,-71.52597833,6,53
67100,56.59999847,-6.25,70.5,336.75,1,41.49053667,-71.52597833,6,53
68100,56.59999847,-5.25,70.5,336.75,1,41.49053667,-71.52597833,6,54
69100,56.59999847,-135,70.5,331,1,41.49053667,-71.52597833,6,56
