--Meta Data--,,,,,,,,,
Start Time(UTC),LoggerName,Pck,Vin,,,,,,
12/4/18 12:46,9170-0393,,,,,,,,
,,,,,,,,,
--Raw Data--,,,,,,,,,
Timestamp(ms),Altitude[m],HV Battery Current[A],HV Battery SOC[%],HV Battery Voltage[V],Is Driving[bool],Latitude[deg],Longitude[deg],OAT[degC],Vehicle Speed[km/h]
2657900,71.69999695,-1.25,71,337.5,1,41.48924667,-71.52161639,2,1
2658900,71.69999695,-1.25,71,337.5,1,41.48924667,-71.52161639,2,1
2659900,71.69999695,-1.25,71,337.5,1,41.48924667,-71.52161639,2,1
2660900,72.30000305,-1.25,71,337.5,1,41.4892725,-71.52159389,2,1
2661900,72.30000305,-16,71,337.25,1,41.4892725,-71.52159389,2,3
2662900,72.30000305,-16,71,337.25,1,41.4892725,-71.52159389,2,3
2663900,72.30000305,-90,71,332.5,1,41.4892725,-71.52159389,2,9
2664900,72.30000305,-90,71,329.75,1,41.4892725,-71.52159389,2,18
2665900,72.30000305,-315.75,71,320,1,41.4892725,-71.52159389,2,28
2666900,72.30000305,-315.75,71,333,1,41.4892725,-71.52159389,2,54
2667900,72.30000305,-17.25,71,335.75,1,41.4892725,-71.52159389,2,55
2668900,72.30000305,1.5,71,335.75,1,41.4892725,-71.52159389,2,55
2669900,72.30000305,1.5,71,338,1,41.4892725,-71.52159389,2,56
2670900,69.90000153,1.5,71,340.25,1,41.48960583,-71.52259333,2,56
2671900,69.90000153,68.25,71,340.25,1,41.48960583,-71.52259333,2,56
2672900,69.90000153,68.25,71,340.75,1,41.48960583,-71.52259333,2,54
2673900,69.90000153,65,71,340.5,1,41.48960583,-71.52259333,2,52
2674900,69.90000153,65,71,340.5,1,41.48960583,-71.52259333,2,46
2675900,69.90000153,58.5,71,340.5,1,41.48960583,-71.52259333,2,43
2676900,69.90000153,58.5,71,340.75,1,41.48960583,-71.52259333,2,40
2677900,69.90000153,58,71,340.5,1,41.48960583,-71.52259333,2,36
2678900,69.90000153,52.25,71,340.25,1,41.48960583,-71.52259333,2,32
2679900,69.90000153,37.5,71,340,1,41.48960583,-71.52259333,2,28
2680900,63.59999847,37.5,71,340.5,1,41.49001083,-71.5238375,2,23
2681900,63.59999847,51.5,71,338.75,1,41.49001083,-71.5238375,2,16
2682900,63.59999847,11.25,71,338.5,1,41.49001083,-71.5238375,2,13
2683900,63.59999847,12,71,338,1,41.49001083,-71.5238375,2,8
2684900,63.59999847,-0.5,71,337.75,1,41.49001083,-71.5238375,2,3
2685900,63.59999847,-4.5,71,334,1,41.49001083,-71.5238375,2,9
2686900,63.59999847,-78.25,71,329.25,1,41.49001083,-71.5238375,2,23
2687900,63.59999847,-155.5,71,331.75,1,41.49001083,-71.5238375,2,34
2688900,63.59999847,-98,71,331.75,1,41.49001083,-71.5238375,2,39
2689900,63.59999847,-95.5,71,336.5,1,41.49001083,-71.5238375,2,42
2690900,58.90000153,-95.5,71,334,1,41.49022861,-71.52448361,2,42
2691900,58.90000153,-4.5,71,334,1,41.49022861,-71.52448361,2,44
2692900,58.90000153,-53.5,71,334.5,1,41.49022861,-71.52448361,2,46
2693900,58.90000153,-26.25,71,336.5,1,41.49022861,-71.52448361,2,46
2694900,58.90000153,-26.25,71,336.5,1,41.49022861,-71.52448361,2,46
2695900,58.90000153,-5,71,336.5,1,41.49022861,-71.52448361,2,46
2696900,58.90000153,-2.5,71,336.25,1,41.49022861,-71.52448361,2,45
2697900,58.90000153,-19.75,71,336.25,1,41.49022861,-71.52448361,2,46
2698900,58.90000153,-5,71,336.25,1,41.49022861,-71.52448361,2,46
2699900,58.90000153,-4.5,71,336.5,1,41.49022861,-71.52448361,2,47
2700900,58.90000153,-46.5,71,334.25,1,41.49022861,-71.52448361,2,49
2701900,56.20000076,-47,71,335.25,1,41.49052528,-71.52611944,2,50
2702900,56.20000076,1,71,336.5,1,41.49052528,-71.52611944,2,51
2703900,56.20000076,-0.75,71,336.75,1,41.49052528,-71.52611944,2,52
2704900,56.20000076,-45.5,71,336.5,1,41.49052528,-71.52611944,2,54
2705900,56.20000076,-3.25,71,336.5,1,41.49052528,-71.52611944,2,55
2706900,56.20000076,-3.5,71,336.75,1,41.49052528,-71.52611944,2,55
2707900,56.20000076,-4.25,71,336.75,1,41.49052528,-71.52611944,2,55
2708900,56.20000076,-4,71,336.75,1,41.49052528,-71.52611944,2,56
2709900,56.20000076,-2.5,71,336.75,1,41.49052528,-71.52611944,2,56
2710900,56.20000076,-2,71,336.75,1,41.49052528,-71.52611944,2,56
2711900,51.79999924,-4.75,71,336.75,1,41.49069083,-71.52791583,2,56
2712900,51.79999924,-4.25,71,336.75,1,41.49069083,-71.52791583,2,56
2713900,51.79999924,-3.5,71,337,1,41.49069083,-71.52791583,2,57
2714900,51.79999924,-3.25,71,336.5,1,41.49069083,-71.52791583,2,58
2715900,51.79999924,31.75,71,338.5,1,41.49069083,-71.52791583,2,57
2716900,51.79999924,31.75,71,338.75,1,41.49069083,-71.52791583,2,57
2717900,51.79999924,33,71,338.25,1,41.49069083,-71.52791583,2,56
2718900,51.79999924,20,71,338.5,1,41.49069083,-71.52791583,2,55
2719900,51.79999924,22.25,71,338.5,1,41.49069083,-71.52791583,2,55
2720900,51.79999924,35.5,71,339.25,1,41.49069083,-71.52791583,2,55
2721900,45.40000153,63,71,340.75,1,41.49086083,-71.52974028,1,53
2722900,45.40000153,108.25,71,340.25,1,41.49086083,-71.52974028,1,49
2723900,45.40000153,37.5,71,341,1,41.49086083,-71.52974028,1,45
2724900,45.40000153,60.5,71,341,1,41.49086083,-71.52974028,1,43
2725900,45.40000153,81.75,71,342.5,1,41.49086083,-71.52974028,1,39
2726900,45.40000153,70.75,71,341.75,1,41.49086083,-71.52974028,1,34
2727900,45.40000153,70.25,71,342.25,1,41.49086083,-71.52974028,1,28
2728900,45.40000153,40.25,71,341.25,1,41.49086083,-71.52974028,1,22
2729900,45.40000153,36.25,71,341,1,41.49086083,-71.52974028,1,16
2730900,45.40000153,-5.25,71,338.25,1,41.49086083,-71.52974028,1,10
2731900,43.40000153,-71,71,334.75,1,41.49097611,-71.53067861,1,16
2732900,43.40000153,-93,71,332.25,1,41.49097611,-71.53067861,1,26
2733900,43.40000153,-87.75,71,332.25,1,41.49097611,-71.53067861,1,34
2734900,43.40000153,-62.5,71,337.5,1,41.49097611,-71.53067861,1,41
2735900,43.40000153,-3.5,71,337.75,1,41.49097611,-71.53067861,1,44
2736900,43.40000153,-21.75,71,337.25,1,41.49097611,-71.53067861,1,45
2737900,43.40000153,-21.75,71,337.5,1,41.49097611,-71.53067861,1,47
2738900,43.40000153,-3.5,71,337.5,1,41.49097611,-71.53067861,1,48
2739900,43.40000153,-3.5,71,337.5,1,41.49097611,-71.53067861,1,50
2740900,43.40000153,-3.5,71,337.5,1,41.49097611,-71.53067861,1,51
2741900,36.40000153,-1.25,71,339,1,41.49119361,-71.53214861,1,52
2742900,36.40000153,-3.25,71,342.25,1,41.49119361,-71.53214861,1,53
2743900,36.40000153,34.75,71,342.25,1,41.49119361,-71.53214861,1,53
2744900,36.40000153,82.75,71,339.5,1,41.49119361,-71.53214861,1,51
2745900,36.40000153,0,71,338,1,41.49119361,-71.53214861,1,47
2746900,36.40000153,-2.5,71,337.75,1,41.49119361,-71.53214861,1,47
2747900,36.40000153,-6.25,71,337.5,1,41.49119361,-71.53214861,1,47
2748900,36.40000153,-2.25,71,337.75,1,41.49119361,-71.53214861,1,47
2749900,36.40000153,-2.5,71,337.25,1,41.49119361,-71.53214861,1,46
2750900,36.40000153,-4.5,71,337.5,1,41.49119361,-71.53214861,1,46
2751900,33.29999924,-4.5,71,337.25,1,41.49142028,-71.53370833,1,47
2752900,33.29999924,-14,71,337.5,1,41.49142028,-71.53370833,1,46
2753900,33.29999924,-2.5,71,337.5,1,41.49142028,-71.53370833,1,47
2754900,33.29999924,-4.5,71,337.5,1,41.49142028,-71.53370833,1,46
2755900,33.29999924,-3.5,71,335.25,1,41.49142028,-71.53370833,1,46
2756900,33.29999924,-53.25,71,337.25,1,41.49142028,-71.53370833,1,46
2757900,33.29999924,-6.5,71,337.5,1,41.49142028,-71.53370833,1,47
2758900,33.29999924,-3.75,71,337.5,1,41.49142028,-71.53370833,1,46
2759900,33.29999924,-4.25,71,337.5,1,41.49142028,-71.53370833,1,46
2760900,33.29999924,-6,71,337.5,1,41.49142028,-71.53370833,1,46
2761900,32.70000076,23.5,71,339,1,41.49164444,-71.53521528,1,45
2762900,32.70000076,23.5,71,340.25,1,41.49164444,-71.53521528,1,44
2763900,32.70000076,44.5,71,339.25,1,41.49164444,-71.53521528,1,40
2764900,32.70000076,44.5,71,339.25,1,41.49164444,-71.53521528,1,40
2765900,32.70000076,41,71,340,1,41.49164444,-71.53521528,1,37
2766900,32.70000076,41,71,340.5,1,41.49164444,-71.53521528,1,34
2767900,32.70000076,43.75,71,341,1,41.49164444,-71.53521528,1,30
2768900,32.70000076,49.25,71,340.25,1,41.49164444,-71.53521528,1,16
2769900,32.70000076,4,71,338.75,1,41.49164444,-71.53521528,1,16
2770900,32.70000076,4,71,338,1,41.49164444,-71.53521528,1,3
2771900,31.60000038,-4.5,71,337.5,1,41.4917525,-71.53600861,1,4
2772900,31.60000038,-16.25,71,337.5,1,41.4917525,-71.53600861,1,4
2773900,31.60000038,-62,71,332.25,1,41.4917525,-71.53600861,1,21
2774900,31.60000038,-108.75,71,329.75,1,41.4917525,-71.53600861,1,30
2775900,31.60000038,-146,71,324.25,1,41.4917525,-71.53600861,1,43
2776900,31.60000038,-225.25,71,331,1,41.4917525,-71.53600861,1,48
2777900,31.60000038,-82.25,71,336.5,1,41.4917525,-71.53600861,1,47
2778900,31.60000038,-3.25,71,336.5,1,41.4917525,-71.53600861,1,44
2779900,31.60000038,42,71,340.75,1,41.4917525,-71.53600861,1,39
2780900,31.60000038,69.5,71,340.75,1,41.4917525,-71.53600861,1,39
2781900,34.09999847,-18.5,71,340,1,41.49191639,-71.53712028,1,29
2782900,34.09999847,-18.5,71,336.75,1,41.49191639,-71.53712028,1,31
2783900,34.09999847,-151,71,332.25,1,41.49191639,-71.53712028,1,39
2784900,34.09999847,-151,71,332.5,1,41.49191639,-71.53712028,1,46
2785900,34.09999847,-44.75,71,329,1,41.49191639,-71.53712028,1,50
2786900,34.09999847,-138.25,71,336.25,1,41.49191639,-71.53712028,1,52
2787900,34.09999847,-23,71,333.25,1,41.49191639,-71.53712028,1,54
2788900,34.09999847,-23,71,333.25,1,41.49191639,-71.53712028,1,54
2789900,34.09999847,-23,71,332.5,1,41.49191639,-71.53712028,1,55
2790900,34.09999847,-82.75,71,332.5,1,41.49191639,-71.53712028,1,55
2791900,34,-49.25,71,336,1,41.49183444,-71.53867944,1,56
