--Meta Data--,,,,,,,,,
Start Time(UTC),LoggerName,Pck,Vin,,,,,,
262700,83.09999847,-36.25,73.5,336,1,41.48537528,-71.52080417,5,46
263700,80.19999695,-36.25,73,336,1,41.48648917,-71.5203825,5,47
264700,80.19999695,-36.25,73,336,1,41.48648917,-71.5203825,5,47
265700,80.19999695,-53.5,73,335,1,41.48648917,-71.5203825,5,50
266700,80.19999695,-48,73,335,1,41.48648917,-71.5203825,5,50
267700,80.19999695,-41.5,73,335.5,1,41.48648917,-71.5203825,5,51
268700,80.19999695,-41.5,73,335.5,1,41.48648917,-71.5203825,5,52
269700,80.19999695,-34,73,335,1,41.48648917,-71.5203825,5,53
270700,80.19999695,-34,73,334.75,1,41.48648917,-71.5203825,5,54
271700,80.19999695,-44.75,73,334.25,1,41.48648917,-71.5203825,5,55
272700,80.19999695,-18.75,73,336.25,1,41.48648917,-71.5203825,5,56
273700,81.19999695,-18.75,73,337.5,1,41.48773,-71.51989583,5,55
274700,81.19999695,-17,73,337.5,1,41.48773,-71.51989583,5,54
275700,81.19999695,-16.5,73,337.5,1,41.48773,-71.51989583,5,53
276700,81.19999695,-17.75,73,337.75,1,41.48773,-71.51989583,5,52
277700,81.19999695,-6,73,337.75,1,41.48773,-71.51989583,5,51
278700,81.19999695,-6,73,337.75,1,41.48773,-71.51989583,5,50
279700,81.19999695,-6,73,337.75,1,41.48773,-71.51989583,5,50
280700,81.19999695,72.25,73,344,1,41.48773,-71.51989583,5,46
281700,81.19999695,72.25,73,343,1,41.48773,-71.51989583,5,39
282700,81.19999695,88.25,73,342,1,41.48773,-71.51989583,5,31
283700,79.69999695,67.5,73,342,1,41.48884167,-71.519495,5,31
284700,79.69999695,47.5,73,340.75,1,41.48884167,-71.519495,5,16
285700,79.69999695,29,73,340.75,1,41.48884167,-71.519495,5,16
286700,79.69999695,2,73,338.25,1,41.48884167,-71.519495,5,2
287700,79.69999695,-7.5,73,338.25,1,41.48884167,-71.519495,5,1
288700,79.69999695,-7.75,73,338.25,1,41.48884167,-71.519495,5,0
289700,79.69999695,-7.75,73,338.25,1,41.48884167,-71.519495,5,0
290700,79.69999695,-7.75,73,338.25,1,41.48884167,-71.519495,5,0
291700,79.69999695,-7.75,73,338.25,1,41.48884167,-71.519495,5,0
292700,79.69999695,-23.75,73,337.25,1,41.48884167,-71.519495,5,6
293700,85.5,-23.75,73,337.25,1,41.48900167,-71.51945528,5,10
294700,85.5,-39.5,73,336.25,1,41.48900167,-71.51945528,5,10
295700,85.5,-56.5,73,335,1,41.48900167,-71.51945528,5,16
296700,85.5,-71.5,73,334,1,41.48900167,-71.51945528,5,22
297700,85.5,-80.5,73,333.25,1,41.48900167,-71.51945528,5,27
298700,85.5,-91.5,73,332.25,1,41.48900167,-71.51945528,5,31
299700,85.5,-46.25,73,333.75,1,41.48900167,-71.51945528,5,35
300700,85.5,-8.5,73,337.75,1,41.48900167,-71.51945528,5,35
301700,85.5,-7.25,73,337.75,1,41.48900167,-71.51945528,5,34
302700,85.5,-23.25,73,337.5,1,41.48900167,-71.51945528,5,33
303700,84.5,-61,73,335,1,41.48918861,-71.52031083,5,34
304700,84.5,-61,73,335,1,41.48918861,-71.52031083,5,34
305700,84.5,-58,73,334.25,1,41.48918861,-71.52031083,5,36
306700,84.5,-60,73,332.75,1,41.48918861,-71.52031083,5,39
307700,84.5,-82.25,73,332.75,1,41.48918861,-71.52031083,5,42
308700,84.5,-32.75,73,334.75,1,41.48918861,-71.52031083,5,44
309700,84.5,-7.25,73,337.5,1,41.48918861,-71.52031083,5,43
310700,84.5,-6.25,73,337.5,1,41.48918861,-71.52031083,5,43
311700,84.5,56.75,73,343,1,41.48918861,-71.52031083,5,40
312700,84.5,74.5,73,343,1,41.48918861,-71.52031083,5,32
313700,82.19999695,14.5,73,339.25,1,41.48933444,-71.521535,5,27
314700,82.19999695,1,73,338.75,1,41.48933444,-71.521535,5,24
315700,82.19999695,16.75,73,338.5,1,41.48933444,-71.521535,5,21
316700,82.19999695,-0.5,73,338,1,41.48933444,-71.521535,5,17
317700,82.19999695,-5.25,73,338,1,41.48933444,-71.521535,5,15
318700,82.19999695,-7,73,338,1,41.48933444,-71.521535,5,14
319700,82.19999695,-7.5,73,338,1,41.48933444,-71.521535,5,13
320700,82.19999695,-7.5,73,338,1,41.48933444,-71.521535,5,13
321700,82.19999695,-7.5,73,337.75,1,41.48933444,-71.521535,5,12
322700,82.19999695,-8,73,337.75,1,41.48933444,-71.521535,5,11
323700,79.90000153,-2.5,73,337.75,1,41.48926528,-71.52188667,5,9
324700,79.90000153,-7.5,73,337.5,1,41.48926528,-71.52188667,5,5
325700,79.90000153,-9,73,338,1,41.48926528,-71.52188667,5,1
326700,79.90000153,-7.75,73,338,1,41.48926528,-71.52188667,5,1
327700,79.90000153,-7.75,73,338,1,41.48926528,-71.52188667,5,1
328700,79.90000153,-7.75,73,338,1,41.48926528,-71.52188667,5,1
329700,79.90000153,-7.75,73,338,1,41.48926528,-71.52188667,5,1
330700,79.90000153,-7.75,73,338,1,41.48926528,-71.52188667,5,1
331700,79.90000153,-7.75,73,338,1,41.48926528,-71.52188667,5,1
332700,79.90000153,-7.75,73,338,1,41.48926528,-71.52188667,5,1
333700,79.90000153,-7.75,73,338,1,41.48926528,-71.52188667,5,1
334700,79.90000153,-7.75,73,338,1,41.48926528,-71.52188667,5,1
335700,79.90000153,-7.75,73,338,1,41.48926528,-71.52188667,5,1
336700,79.90000153,-1.5,73,338.5,1,41.48926528,-71.52188667,5,1
337700,79.90000153,-1.5,73,338.5,1,41.48926528,-71.52188667,5,1
338700,83.19999695,-1.5,73,338.5,1,41.48929083,-71.52190417,5,1
339700,83.19999695,-5.75,73,338.25,1,41.48929083,-71.52190417,5,2
340700,83.19999695,-5.75,73,338.25,1,41.48929083,-71.52190417,5,4
341700,83.19999695,-5.75,73,338.25,1,41.48929083,-71.52190417,5,4
342700,83.19999695,-4.75,73,338.25,1,41.48929083,-71.52190417,5,5
343700,83.19999695,-1.5,73,338.5,1,41.48929083,-71.52190417,5,5
344700,83.19999695,-0.5,73,338.5,1,41.48929083,-71.52190417,5,5
345700,83.19999695,-1,73,338.5,1,41.48929083,-71.52190417,5,2
346700,83.19999695,-14.25,73,337.75,1,41.48929083,-71.52190417,5,2
347700,83.19999695,-9,73,338,1,41.48929083,-71.52190417,5,5
348700,79,-8.5,73,338,1,41.48923833,-71.52187639,5,6
349700,79,-1.5,73,338.5,1,41.48923833,-71.52187639,5,6
350700,79,-2.5,73,338,1,41.48923833,-71.52187639,5,6
351700,79,-2.5,73,338,1,41.48923833,-71.52187639,5,6
352700,79,-16,73,338,1,41.48923833,-71.52187639,5,8
353700,79,-18,73,338,1,41.48923833,-71.52187639,5,8
354700,79,-11,73,338,1,41.48923833,-71.52187639,5,9
355700,79,-16.5,73,337.5,1,41.48923833,-71.52187639,5,11
356700,79,-1.25,73,338.5,1,41.48923833,-71.52187639,5,11
357700,79,-0.5,73,338.75,1,41.48923833,-71.52187639,5,7
358700,79,-1.5,73,338.5,1,41.48923833,-71.52187639,5,5
359700,77.40000153,-1.5,73,338.5,1,41.48924444,-71.52167778,5,5
360700,77.40000153,-4.75,73,338.25,1,41.48924444,-71.52167778,5,4
361700,77.40000153,-4.25,73,338.25,1,41.48924444,-71.52167778,5,4
362700,77.40000153,-4.25,73,338.25,1,41.48924444,-71.52167778,5,3
363700,77.40000153,-9.75,73,338.25,1,41.48924444,-71.52167778,5,1
364700,77.40000153,-9.75,73,338.25,1,41.48924444,-71.52167778,5,1
365700,77.40000153,-5.25,73,338.25,1,41.48924444,-71.52167778,5,1
366700,77.40000153,-5.25,73,338.25,1,41.48924444,-71.52167778,5,1
